Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY0-1334,NADH to cytochrome <i>bd</i> oxidase electron transfer I,E- // NAD // NADH // PROTON // WATER // Ubiquinones // Ubiquinols // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,MGI:102495 // MGI:102496 // MGI:102497 // MGI:102498 // MGI:102499 // MGI:102500 // MGI:101787 // MGI:1925580 // MGI:1920150 // MGI:107851 // MGI:2385079 // MGI:1922656 // MGI:107932 // MGI:1890889 // MGI:1343135 // MGI:1915599 // MGI:2385112 // MGI:2443241 // MGI:1344370 // MGI:1913627 // MGI:1349919 // MGI:1915592 // MGI:1913468 // MGI:1914514 // MGI:1914166 // MGI:2684983 // MGI:1913296 // MGI:1915444 // MGI:1913745 // MGI:1915448 // MGI:3780865 // MGI:1915743 // MGI:1913956 // MGI:1922847 // MGI:1916952 // MGI:1917566 // MGI:1914434 // MGI:1913664 // MGI:1917125 // MGI:1914523 // MGI:1913358 // MGI:1915625 // MGI:1913666 // MGI:1914380 // MGI:1915452 // MGI:3039567 // MGI:107686 // MGI:1913341 // MGI:1343103 // MGI:1929511 // MGI:1913596,CPLX3DJ-13,NADH-ubiquinone reductase
GLUTOXA-PWY,glutamate degradation VII,GLT // OXALACETIC_ACID // L-ASPARTATE // Pi // ADP // ATP // Donor-H2 // SUC // Acceptor // WATER // FUM // MAL // CO-A // DIHYDROLIPOAMIDE // SUC-COA // CARBON-DIOXIDE // CPD0-341 // 2-KETOGLUTARATE // LIPOAMIDE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00149'>C00149</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00579'>C00579</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01169'>C01169</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00248'>C00248</a>,MGI:95792 // MGI:1306775 // MGI:1927234 // MGI:95530,MGI:95792-MONOMER // CPLX3DJ-252 // MGI:95530-MONOMER,"glutamate oxaloacetate transaminase 2, mitochondrial // ADP-forming succinate-Coenzyme A ligase // fumarate hydratase 1"
GLCMANNANAUT-PWY,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",FRUCTOSE-6P // AMMONIA // ACET // D-GLUCOSAMINE-6-P // WATER // N-ACETYL-D-GLUCOSAMINE-6-P // PYRUVATE // N-ACETYLNEURAMINATE // ADP // N-ACETYL-D-MANNOSAMINE-6P // PROTON // N-ACETYL-D-MANNOSAMINE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00085'>C00085</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00352'>C00352</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00357'>C00357</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00022'>c00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00270'>C00270</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04257'>C04257</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00645'>C00645</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:1915230 // MGI:1347054 // MGI:2443978 // MGI:1921341 // MGI:1914682 // MGI:1354951,MGI:1915230-MONOMER // MGI:1347054-MONOMER // MGI:2443978-MONOMER // MGI:1921341-MONOMER // MGI:1914682-MONOMER // MGI:1354951-MONOMER,glucosamine-6-phosphate deaminase 2 // glucosamine-6-phosphate deaminase 1 // amidohydrolase domain containing 2 // N-acetylneuraminate pyruvate lyase // N-acetylneuraminate pyruvate lyase 2 (putative) // glucosamine
PWY-6576,dermatan sulfate degradation (metazoa),SULFATE // Dermatan-sulfate-L-IdoA2S // Dermatan-NacGal // CPD-12515 // DERMATAN-L-IDURONATE // Dermatan-sulfate-disaccharides // Dermatan-Sulfate // CPD-12557 // Glycans // N-ACETYL-D-GALACTOSALAMINYL-R // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00059'>C00059</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01490'>C01490</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:96418,MGI:96418-MONOMER,"iduronidase, alpha-L-"
PWY-5805,nonaprenyl diphosphate biosynthesis I,PPI // SOLANESYL-PYROPHOSPHATE // GERANYL-PP // DELTA3-ISOPENTENYL-PP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04145'>C04145</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00341'>C00341</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00129'>C00129</a>,MGI:1918615,MGI:1918615-MONOMER,"prenyl (solanesyl) diphosphate synthase, subunit 2"
PWY-5920,heme biosynthesis II,CO-A // GLY // SUC-COA // 5-AMINO-LEVULINATE // AMMONIA // PORPHOBILINOGEN // HYDROXYMETHYLBILANE // UROPORPHYRINOGEN-III // HYDROGEN-PEROXIDE // PROTOHEME // PROTOPORPHYRIN_IX // FE+2 // WATER // CARBON-DIOXIDE // PROTOPORPHYRINOGEN // COPROPORPHYRINOGEN_III // OXYGEN-MOLECULE // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00430'>C00430</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00931'>C00931</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01024'>C01024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01051'>C01051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00032'>C00032</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02191'>C02191</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14818'>C14818</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01079'>C01079</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03263'>C03263</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,MGI:87989 // MGI:87990 // MGI:96853 // MGI:96112 // MGI:98917 // MGI:98916 // MGI:104968 // MGI:95513 // MGI:104841,MGI:87989-MONOMER // MGI:87990-MONOMER // MGI:96853-MONOMER // MGI:96112-MONOMER // MGI:98917-MONOMER // MGI:98916-MONOMER // MGI:104968-MONOMER // MGI:95513-MONOMER // MGI:104841-MONOMER,"aminolevulinic acid synthase 1 // aminolevulinic acid synthase 2, erythroid // aminolevulinate, delta-, dehydratase // hydroxymethylbilane synthase // uroporphyrinogen III synthase // uroporphyrinogen decarboxylase // protoporphyrinogen oxidase // ferrochelatase // coproporphyrinogen oxidase"
HEME-BIOSYNTHESIS-II,heme biosynthesis from uroporphyrinogen-III I,UROPORPHYRINOGEN-III // HYDROGEN-PEROXIDE // PROTOHEME // PROTOPORPHYRIN_IX // FE+2 // WATER // CARBON-DIOXIDE // PROTOPORPHYRINOGEN // COPROPORPHYRINOGEN_III // OXYGEN-MOLECULE // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01051'>C01051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00032'>C00032</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02191'>C02191</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14818'>C14818</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01079'>C01079</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03263'>C03263</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,MGI:98916 // MGI:104968 // MGI:95513 // MGI:104841,MGI:98916-MONOMER // MGI:104968-MONOMER // MGI:95513-MONOMER // MGI:104841-MONOMER,uroporphyrinogen decarboxylase // protoporphyrinogen oxidase // ferrochelatase // coproporphyrinogen oxidase
BETA-ALA-DEGRADATION-I-PWY,&beta;-alanine degradation I,GLT // 2-KETOGLUTARATE // B-ALANINE // NADH // CARBON-DIOXIDE // ACETYL-COA // NAD // CO-A // MALONATE-S-ALD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00099'>C00099</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00222'>C00222</a>,MGI:2443582 // MGI:1888689,CPLX3DJ-261 // MGI:1888689-MONOMER,methylmalonate-semialdehyde dehydrogenase
NAD-BIOSYNTHESIS-II,NAD salvage pathway II,AMP // NADP // Pi // WATER // PPI // NAD // ADP // NICOTINAMIDE_NUCLEOTIDE // PROTON // NICOTINAMIDE_RIBOSE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00455'>C00455</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03150'>C03150</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:1915243 // MGI:87882 // MGI:1931010 // MGI:1928480 // MGI:87883 // MGI:87881 // MGI:2442444 // MGI:2142121 // MGI:2444155 // MGI:1913704 // MGI:1921330 // MGI:1916814,MGI:1915243-MONOMER // MGI:87882-MONOMER // MGI:1931010-MONOMER // MGI:1928480-MONOMER // MGI:87883-MONOMER // MGI:87881-MONOMER // MGI:2442444-MONOMER // MGI:2142121-MONOMER // MGI:2444155-MONOMER // MGI:1913704-MONOMER // MGI:1921330-MONOMER // MGI:1916814-MONOMER,"nudix (nucleoside diphosphate linked moiety X)-type motif 12 // acid phosphatase 2, lysosomal // acid phosphatase 6, lysophosphatidic // acid phosphatase, prostate // acid phosphatase 5, tartrate resistant // acid phosphatase 1, soluble // acid phosphatase-like 2 // RIKEN cDNA C330005M16 gene // nicotinamide nucleotide adenylyltransferase 2 // nicotinamide nucleotide adenylyltransferase 1 // nicotinamide nucleotide adenylyltransferase 3 // integrin beta 1 binding protein 3"
PWY-5148,acyl-CoA hydrolysis,PROTON // CO-A // Fatty-Acids // Saturated-Fatty-Acyl-CoA // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00162'>C00162</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:2158201 // MGI:1917275 // MGI:1349396 // MGI:2159605 // MGI:2159619 // MGI:2159621 // MGI:2384969 // MGI:1921287 // MGI:1928940 // MGI:1928939 // MGI:2139018,MGI:2158201-MONOMER // MGI:1917275-MONOMER // MGI:1349396-MONOMER // MGI:2159605-MONOMER // MGI:2159619-MONOMER // MGI:2159621-MONOMER // MGI:2384969-MONOMER // MGI:1921287-MONOMER // MGI:1928940-MONOMER // MGI:1928939-MONOMER // MGI:2139018-MONOMER,acyl-CoA thioesterase 8 // acyl-CoA thioesterase 7 // acyl-CoA thioesterase 1 // acyl-CoA thioesterase 2 // acyl-CoA thioesterase 3 // acyl-CoA thioesterase 4 // acyl-CoA thioesterase 5 // acyl-CoA thioesterase 6 // acyl-CoA thioesterase 10 // acyl-CoA thioesterase 9 // oleoyl-ACP hydrolase
ANAGLYCOLYSIS-PWY,glycolysis III,GLC // GLC-6-P // FRUCTOSE-6P // FRUCTOSE-16-DIPHOSPHATE // DIHYDROXY-ACETONE-PHOSPHATE // NADH // GAP // Pi // NAD // DPG // G3P // WATER // 2-PG // ADP // PHOSPHO-ENOL-PYRUVATE // PROTON // PYRUVATE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00221'>C00221</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01172'>C01172</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00085'>C00085</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00354'>C00354</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00661'>C00661</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00236'>C00236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00074'>c00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00022'>c00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:1270854 // MGI:95797 // MGI:87995 // MGI:87994 // MGI:101863 // MGI:1931052 // MGI:2447811 // MGI:98797 // MGI:95640 // MGI:95653 // MGI:3647773 // MGI:97563 // MGI:97555 // MGI:1933118 // MGI:97552 // MGI:97604 // MGI:97591,MGI:1270854-MONOMER // MGI:95797-MONOMER // CPLX3DJ-2 // MGI:87995-MONOMER // MGI:87994-MONOMER // MGI:101863-MONOMER // MGI:1931052-MONOMER // MGI:2447811-MONOMER // MGI:98797-MONOMER // MGI:95640-MONOMER // MGI:95653-MONOMER // MGI:3647773-MONOMER // MGI:97563-MONOMER // MGI:97555-MONOMER // MGI:1933118-MONOMER // MGI:97552-MONOMER // CPLX3DJ-19 // MGI:97604-MONOMER // MGI:97591-MONOMER,"glucokinase // glucose phosphate isomerase 1 // 6-phosphofructokinase // aldolase B, fructose-bisphosphate // aldolase A, fructose-bisphosphate // aldolase C, fructose-bisphosphate // aldolase 1, A isoform, retrogene 2 // aldolase 1, A isoform, retrogene 1 // triosephosphate isomerase 1 // glyceraldehyde-3-phosphate dehydrogenase // glyceraldehyde-3-phosphate dehydrogenase, spermatogenic // predicted gene 6498 // phosphoglycerate kinase 2 // phosphoglycerate kinase 1 // phosphoglycerate mutase 2 // phosphoglycerate mutase 1 // enolase // pyruvate kinase liver and red blood cell // pyruvate kinase, muscle"
GLYSYN-THR-PWY,glycine biosynthesis IV,GLY // ACETALD // THR,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a>,MGI:1919026,MGI:1919026-MONOMER,threonine aldolase 1
PWY3DJ-5523,sucrose degradation,SUCROSE // WATER // ALPHA-GLUCOSE // ADP // PROTON // BETA-D-FRUCTOSE // ATP // FRUCTOSE-6P // ALPHA-GLC-6-P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00089'>C00089</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00267'>C00267</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02336'>C02336</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00085'>C00085</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00668'>C00668</a>,MGI:96840 // MGI:1315197 // MGI:2670962 // MGI:2384910 // MGI:96103 // MGI:95797,MGI:96840-MONOMER // MGI:1315197-MONOMER // MGI:2670962-MONOMER // MGI:2384910-MONOMER // MGI:96103-MONOMER // MGI:95797-MONOMER,leukocyte tyrosine kinase // hexokinase 2 // hexokinase 3 // hexokinase domain containing 1 // hexokinase 1 // glucose phosphate isomerase 1
PWY3DJ-7,cyclic GMP biosynthesis,PPI // GTP // GMP // PROTON // CGMP // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00044'>c00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00144'>C00144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00942'>C00942</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:97371 // MGI:1860604 // MGI:1926562 // MGI:97372 // MGI:105123 // MGI:2660873 // MGI:106025 // MGI:106903 // MGI:106030 // MGI:105119 // MGI:2660877 // MGI:2651499 // MGI:97525 // MGI:1277179 // MGI:97524 // MGI:105956,MGI:97371-MONOMER // MGI:1860604-MONOMER // MGI:1926562-MONOMER // MGI:97372-MONOMER // MGI:105123-MONOMER // MGI:2660873-MONOMER // MGI:106025-MONOMER // MGI:106903-MONOMER // MGI:106030-MONOMER // MGI:105119-MONOMER // MGI:2660877-MONOMER // MGI:2651499-MONOMER // MGI:97525-MONOMER // MGI:1277179-MONOMER // MGI:97524-MONOMER // MGI:105956-MONOMER,"natriuretic peptide receptor 1 // guanylate cyclase 1, soluble, beta 3 // guanylate cyclase 1, soluble, alpha 3 // natriuretic peptide receptor 2 // guanylate cyclase 2e // guanylate cyclase 1, soluble, beta 2 // guanylate cyclase 2g // guanylate cyclase 2c // guanylate cyclase 2d // guanylate cyclase 2f // guanylate cyclase 1, soluble, alpha 2 // phosphodiesterase 5A, cGMP-specific // phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide // phosphodiesterase 9A // phosphodiesterase 6A, cGMP-specific, rod, alpha // phosphodiesterase 6C, cGMP specific, cone, alpha prime"
