Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
THREOCAT-PWY,superpathway of L-threonine metabolism,ACETALD // NADH // NAD // HYDROGEN-PEROXIDE // METHYL-GLYOXAL // AMINO-ACETONE // OXYGEN-MOLECULE // AMINO-OXOBUT // GLY // ACETYL-COA // FORMATE // CO-A // PROPIONYL-COA // Pi // PROPIONYL-P // ADP // ATP // PROPIONATE // THR // AMMONIUM // CPD-16013 // CPD-15056 // WATER // GLT // 2-KETO-3-METHYL-VALERATE // ILE // 2-KETOGLUTARATE // NADPH // 1-KETO-2-METHYLVALERATE // NADP // CARBON-DIOXIDE // 2-ACETO-2-HYDROXY-BUTYRATE // PROTON // PYRUVATE // 2-OXOBUTANOATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01888'>C01888</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03508'>C03508</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00100'>C00100</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02876'>C02876</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00163'>C00163</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20905'>C20905</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17234'>C17234</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00671'>C00671</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00407'>C00407</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06007'>C06007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06006'>C06006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00109'>C00109</a>,G6455 // G7285 // EG10031 // M014 // EG13139 // EG12293 // EG10993 // EG10512 // G7627 // EG10701 // EG11784 // EG20173 // EG11172 // EG10027 // EG10496 // EG10497 // EG10495 // EG10499 // EG10500 // EG10501 // G8221 // G7877,LTAA-CPLX // G7285-MONOMER // ADHE-CPLX // MHPF-MONOMER // AMINEOXID-CPLX // EG12293-MONOMER // THREODEHYD-CPLX // AKBLIG-CPLX // KETOBUTFORMLY-MONOMER // PYRUVFORMLY-CPLX // CPLX0-9871 // PHOSACETYLTRANS-CPLX // PROPKIN-MONOMER // ACETATEKINA-MONOMER // DIHYDROXYACIDDEHYDRAT-CPLX // BRANCHED-CHAINAMINOTRANSFER-CPLX // CPLX0-7643 // ACETOLACTSYNIII-CPLX // ACETOLACTSYNII-CPLX // CPLX0-1881,"low-specificity L-threonine aldolase // acetaldehyde dehydrogenase (acetylating) EutE // fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenase // acetaldehyde dehydrogenase (acetylating) MhpF // copper-containing amine oxidase // L-threonine dehydrogenase // activated 2-oxobutanoate formate-lyase / pyruvate formate-lyase 4 // activated pyruvate-formate lyase // PFL-GrcA complex // phosphate acetyltransferase // propionate kinase // acetate kinase // dihydroxy-acid dehydratase // branched-chain-amino-acid aminotransferase // ketol-acid reductoisomerase (NADP<sup>+</sup>) // enamine/imine deaminase, redox-regulated chaperone"
PWY0-1623,polycistronic tRNA processing II,tRNAs // Pi // PPI // ATP // AMP // RNA-Fragments // RNA-fragment-w-polyA-tail // partially-processed-rRNA-transcript // tRNA-precursor-w-long-5-amp-long-3-extensions // polycistronic-tRNA-amp-rRNA-transcript // tRNA-precursor-w-long-5-amp-medium-3-extensions // tRNA-fragment // CPD0-2353 // tRNA-precursor-w-long-5-extension-amp-short-3-extension // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG11547 // EG10690 // EG10857 // EG10863 // EG10743 // EG11620 // EG10862 // EG30069,CPLX0-3602 // EG10690-MONOMER // CPLX0-3281 // EG10863-MONOMER // CPLX0-3521 // EG11620-MONOMER // CPLX0-1382,ribonuclease T // poly(A) polymerase I // RNase III // truncated RNase PH // polynucleotide phosphorylase // RNase II // RNase P
PWY-6892,thiazole component of thiamine diphosphate biosynthesis I,Cysteine-Desulfurase-L-cysteine // L-Cysteine-Desulfurase-persulfide // WATER // CPD-13575 // DEOXYXYLULOSE-5P // CARBON-DIOXIDE // PYRUVATE // GAP // Oxidized-ferredoxins // AMP // ThiS-CoASH-proteins // Reduced-ferredoxins // PPI // Adenylated-ThiS-Proteins // Thi-S // ATP // PROTON // NADP // MET // CH33ADO // CPD-108 // CPD-12279 // S-ADENOSYLMETHIONINE // TYR // NADPH // L-ALPHA-ALANINE // Sulfurylated-ThiI // Sulfur-Carrier-Proteins-ThiI // CYS,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20246'>C20246</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11437'>C11437</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00139'>C00139</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00138'>C00138</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05198'>C05198</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01468'>C01468</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15809'>C15809</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00082'>C00082</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a>,EG11589 // G6237 // EG11587 // EG11590 // G7325 // EG11328 // G1 // G6238,THIG-MONOMER // CPLX0-743 // THII-MONOMER // CPLX0-8558 // THIH-MONOMER // CPLX0-248,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase // tRNA uridine 4-sulfurtransferase // sulfur carrier protein ThiS adenylyltransferase // 2-iminoacetate synthase // cysteine desulfurase IscS
PWY-6151,<i>S</i>-adenosyl-L-methionine salvage I,ADENINE // ADENOSYL-HOMO-CYS // DIHYDROXYPENTANEDIONE // CPD-564 // CPD-1301 // CPD-1302 // HOMO-CYS // PPI // Pi // S-ADENOSYLMETHIONINE // ATP // MET // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00147'>C00147</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11838'>C11838</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03539'>C03539</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04144'>C04144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04489'>C04489</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00155'>C00155</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG11090 // EG12712 // EG10587 // EG10584 // EG10589,CPLX0-1541 // EG12712-MONOMER // HOMOCYSMETB12-MONOMER // HOMOCYSMET-MONOMER // S-ADENMETSYN-CPLX,5'-methylthioadenosine/<i>S</i>-adenosylhomocysteine nucleosidase // <i>S</i>-ribosylhomocysteine lyase // cobalamin-dependent methionine synthase // methionine adenosyltransferase
PWY0-1356,formate to dimethyl sulfoxide electron transfer,E- // CARBON-DIOXIDE // PROTON // FORMATE // DMSO // Menaquinols // Menaquinones // CPD-7670 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11143'>C11143</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05819'>C05819</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00828'>C00828</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00580'>C00580</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG11227 // EG11228 // EG11229 // EG11856 // EG11857 // EG11858 // EG10234 // EG10233 // EG10232,FORMATEDEHYDROGN-CPLX // FORMATEDEHYDROGO-CPLX // DIMESULFREDUCT-CPLX,formate dehydrogenase O
PWY-8319,NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis,CPD-15424 // HypC // HypC-Dimer-Fe-CO2 // HypD // Acceptor // HypCD-Dimer-Fe-CO2 // Donor-H1 // PPI // AMP // CARBAMOYL-P // HypE-Proteins // ADP // HypE-S-carboxamide // ATP // HypE-S-cyanate // HypCD-Dimer-Fe-CO // HypCDE // HypCDF-Fe-CO-CN2 // HycE // HycE-Fe-CO-CN2 // HycE-Ni-Fe-CO-CN2 // OLIGOPEPTIDES // HyCE-Ni-Fe-CO-CN2 // PROTON // Pi // GDP // NI+2 // GTP // WATER // HypB // Ni-HypA // Ni_HypB // HypA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20684'>C20684</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00169'>C00169</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00098'>C00098</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00035'>C00035</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19609'>C19609</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10486 // EG11551 // G7414 // EG11802 // EG11663 // EG10485 // EG10487 // EG10478 // EG10484 // EG10483,EG10486-MONOMER // EG11551-MONOMER // EG10487-MONOMER // EG10483-MONOMER // G7414-MONOMER // EG11802-MONOMER // CPLX0-7536 // EG10484-MONOMER,Fe-(CN)<sub>2</sub>CO cofactor assembly scaffold protein HypD // carbamoyl--[HypE] ligase // carbamoyl dehydratase HypE // hydrogenase 3 Ni(2+) incorporation protein HypA // hydrogenase 3 maturation protease // hydrogenase 2 maturation protease // FKBP-type peptidyl-prolyl <i>cis-trans</I> isomerase SlyD // hydrogenase isoenzymes Ni(2+) incorporation protein HypB
DTDPRHAMSYN-PWY,dTDP-L-rhamnose biosynthesis,DTDP-DEOH-DEOXY-MANNOSE // NADPH // NADP // DTDP-RHAMNOSE // PPI // PROTON // GLC-1-P // TTP // DTDP-DEOH-DEOXY-GLUCOSE // WATER // DTDP-D-GLUCOSE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00688'>C00688</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03319'>C03319</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00459'>C00459</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11907'>C11907</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00842'>C00842</a>,EG11979 // EG12411 // EG11978 // EG11454 // EG12412,DTDPDEHYDRHAMEPIM-MONOMER // DTDPDEHYRHAMREDUCT-MONOMER // CPLX0-8034 // CPLX0-8012 // DTDPGLUCDEHYDRAT-CPLX,"glucose-1-phosphate thymidylyltransferase 1 // glucose-1-phosphate thymidylyltransferase 2 // dTDP-glucose 4,6-dehydratase 1"
PRPP-PWY,"superpathway of histidine, purine, and pyrimidine biosynthesis",CARBAMATE // CPD-18238 // E- // AMMONIA // HIS // HISTIDINAL // HISTIDINOL // L-HISTIDINOL-P // 2-KETOGLUTARATE // IMIDAZOLE-ACETOL-P // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // PHOSPHORIBOSYL-FORMIMINO-AICAR-P // PHOSPHORIBOSYL-AMP // PHOSPHORIBOSYL-ATP // 5-P-BETA-D-RIBOSYL-AMINE // GLY // 5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE // 5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE // 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE // P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE // THF-GLU-N // FORMYL-THF-GLU-N // AICAR // PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE // PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE // CPD0-181 // 5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE // NADH // NAD // XANTHOSINE-5-PHOSPHATE // GMP // DGTP // DGDP // GDP // IMP // GTP // FUM // ADENYLOSUCC // Red-Thioredoxin // Ox-Thioredoxin // Reduced-NrdH-Proteins // Oxidized-NrdH-Proteins // DADP // DATP // FORMATE // HCO3 // L-ASPARTATE // CARBAMOYL-P // CARBAMYUL-L-ASPARTATE // PPI // CARBON-DIOXIDE // OROTIDINE-5-PHOSPHATE // OROTATE // ETR-Quinols // ETR-Quinones // DI-H-OROTATE // UMP // UDP // GLT // CTP // Pi // ADP // UTP // GLN // WATER // AMP // PRPP // PROTON // RIBOSE-5P // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01563'>C01563</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20969'>C20969</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00135'>C00135</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01929'>C01929</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00860'>C00860</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01100'>C01100</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01267'>C01267</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04666'>C04666</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04916'>C04916</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04896'>C04896</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02741'>C02741</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02739'>C02739</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03090'>C03090</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04640'>C04640</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04376'>C04376</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03838'>C03838</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04823'>C04823</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04677'>C04677</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04734'>C04734</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04751'>C04751</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15667'>C15667</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03373'>C03373</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00655'>C00655</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00144'>C00144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00286'>C00286</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00361'>C00361</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00035'>C00035</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00130'>C00130</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03794'>C03794</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00206'>C00206</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00131'>C00131</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00288'>C00288</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00169'>C00169</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00438'>C00438</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01103'>C01103</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00295'>C00295</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00337'>C00337</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00105'>C00105</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00075'>C00075</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG10447 // EG10446 // EG10445 // EG10448 // EG10450 // EG10444 // EG10451 // EG10449 // EG10794 // EG10792 // EG10797 // EG10798 // EG11809 // EG10791 // EG10795 // EG10793 // EG10796 // EG10421 // EG10420 // EG10965 // EG10790 // EG11314 // EG10661 // EG10660 // EG12381 // EG20257 // EG11417 // EG10134 // EG10135 // EG10811 // EG10805 // EG10806 // EG10808 // EG10809 // EG10807 // EG11539 // EG10650 // EG10032 // EG10810 // EG10774 // EG11887 // EG11031 // G7401,HISTDEHYD-CPLX // HISTPHOSTRANS-CPLX // IMIDHISTID-CPLX // GLUTAMIDOTRANS-CPLX // PRIBFAICARPISOM-MONOMER // HISTCYCLOPRATPPHOS // CPLX0-7614 // PRPPAMIDOTRANS-CPLX // GLYCRIBONUCSYN-MONOMER // FGAMSYN-MONOMER // AIRS-CPLX // GARTRANSFORMYL2-MONOMER // SAICARSYN-CPLX // AICARTRANSIMPCYCLO-CPLX // PURE-CPLX // PURK-CPLX // IMP-DEHYDROG-CPLX // GMP-SYN-CPLX // GUANYL-KIN-CPLX // ADENYLOSUCCINATE-SYN-DIMER // CPLX0-7959 // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // RIBONUCLEOSIDE-DIP-REDUCTII-CPLX // RIBONUCLEOSIDE-TRIP-REDUCT-CPLX // CARBPSYN-CPLX // ASPCARBTRANS-CPLX // DIHYDROOROT-CPLX // OROPRIBTRANS-CPLX // OROTPDECARB-CPLX // DIHYDROOROTOX-MONOMER // UMPKI-CPLX // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER // CTPSYN-CPLX // CPLX0-8299,"histidinol-phosphate aminotransferase // putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase // ATP phosphoribosyltransferase // phosphoribosylglycinamide formyltransferase 2 // bifunctional AICAR transformylase/IMP cyclohydrolase // <i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase // GMP synthetase // guanylate kinase // adenylosuccinate synthetase // adenylosuccinate lyase // ribonucleoside-diphosphate reductase 1 // ribonucleoside-diphosphate reductase 2 // anaerobic ribonucleoside-triphosphate reductase // carbamoyl-phosphate synthetase, glutamine-hydrolyzing // dihydroorotate dehydrogenase, type 2 // UMP kinase // nucleoside diphosphate kinase // adenylate kinase // CTP synthetase"
ALKANEMONOX-PWY,two-component alkanesulfonate monooxygenase,NADPH // NADP // PROTON // FMN // WATER // SO3 // Aldehydes // Alkanesulfonates // OXYGEN-MOLECULE // FMNH2,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00061'>C00061</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00071'>C00071</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15521'>C15521</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01847'>C01847</a>,G6479 // G6477,CPLX0-224 // CPLX0-225,NADPH-dependent FMN reductase // FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase
PWY0-1517,sedoheptulose bisphosphate bypass,ADP // PROTON // D-SEDOHEPTULOSE-7-P // ATP // ERYTHROSE-4P // DIHYDROXY-ACETONE-PHOSPHATE // D-SEDOHEPTULOSE-1-7-P2,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00279'>C00279</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00447'>C00447</a>,EG10699 // EG10282,6PFK-1-CPX // FRUCBISALD-CLASSII,6-phosphofructokinase 1 // fructose-bisphosphate aldolase class II
ETOH-ACETYLCOA-ANA-PWY,ethanol degradation I,ETOH // ACETYL-COA // NADH // PROTON // NAD // CO-A // ACETALD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00469'>C00469</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a>,G6775 // G7285 // EG10031 // M014,CPLX0-8015 // G7285-MONOMER // ADHE-CPLX // MHPF-MONOMER,ethanol dehydrogenase / alcohol dehydrogenase // acetaldehyde dehydrogenase (acetylating) EutE // fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenase // acetaldehyde dehydrogenase (acetylating) MhpF
