Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-6517,<i>N</i>-acetylglucosamine degradation II,ADP // PROTON // N-acetyl-D-glucosamine // ATP // AMMONIUM // FRUCTOSE-6P // ACET // D-GLUCOSAMINE-6-P // N-ACETYL-D-GLUCOSAMINE-6-P // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00140'>C00140</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00352'>C00352</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS04763 // HS08817 // HS03692 // HS08639,HS04763-MONOMER // HS08817-MONOMER // HS03692-MONOMER // HS08639-MONOMER,N-acetyl-D-glucosamine kinase // Glucosamine-6-phosphate isomerase 2 // Glucosamine-6-phosphate isomerase 1 // Putative N-acetylglucosamine-6-phosphate deacetylase
PWY-8341,<i>N</i><sup>1</sup>-methyl-<i>N</i><sup>3</sup>-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis,18S-rRNA-uridines // ADENOSYL-HOMO-CYS // 18S-rRNAs-Pseudouridines // PROTON // 18S-N1mN3acp-pseudoU // 5-METHYLTHIOADENOSINE // S-ADENOSYLMETHIONINE // 18S-rRNA-N1-methylpseudouridine,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00170'>C00170</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a>,G66-47698 // HS03236 // HS07303 // G66-46534 // HS05451 // HS13214 // HS12025,CPLX66-1705 // ENSG00000126749-MONOMER // ENSG00000007520-MONOMER,H/ACA-snoRNA13 ribonucleoprotein complex // 18S rRNA pseudouridine N1-methyltransferase // 18S rRNA aminocarboxypropyltransferase
PWY-5653,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,NAD // AMP // GLT // ATP // DEAMIDO-NAD // GLN // PRPP // NICOTINATE_NUCLEOTIDE // PPI // CARBON-DIOXIDE // PROTON // WATER // QUINOLINATE // 2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00857'>C00857</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01185'>C01185</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03722'>C03722</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04409'>C04409</a>,HS08953 // HS08173 // HS10701 // HS10587 // HS02508,CPLX66-381 // HS08173-MONOMER // CPLX66-380 // CPLX66-382 // CPLX66-379,nicotinamide mononucleotide adenylyltransferase 3 // nicotinamide mononucleotide adenylyltransferase 2 // nicotinamide mononucleotide adenylyltransferase 1 // glutamine-dependent NAD(+) synthetase // nicotinate-nucleotide pyrophosphorylase [carboxylating]
NADSYN-PWY,NAD <i>de novo</i> biosynthesis,NAD // AMP // GLT // ATP // DEAMIDO-NAD // GLN // PRPP // NICOTINATE_NUCLEOTIDE // PPI // CARBON-DIOXIDE // QUINOLINATE // FORMATE // NADP // CPD-14736 // NADPH // L-ALPHA-ALANINE // PROTON // 3-HYDROXY-L-KYNURENINE // WATER // 2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI // 3-HYDROXY-ANTHRANILATE // N-FORMYLKYNURENINE // TRP // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00857'>C00857</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01185'>C01185</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03722'>C03722</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01718'>C01718</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03227'>C03227</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04409'>C04409</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00632'>C00632</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02700'>C02700</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00078'>C00078</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,HS08953 // HS08173 // HS10701 // HS10587 // HS02508 // G66-33844 // HS04082 // HS03952 // HS08749 // HS05502 // G66-37884 // HS07771,CPLX66-381 // HS08173-MONOMER // CPLX66-380 // CPLX66-382 // CPLX66-379 // CPLX66-377 // HS04082-MONOMER // CPLX66-378 // HS08749-MONOMER // HS05502-MONOMER // MONOMER66-34407 // CPLX66-442,"nicotinamide mononucleotide adenylyltransferase 3 // nicotinamide mononucleotide adenylyltransferase 2 // nicotinamide mononucleotide adenylyltransferase 1 // glutamine-dependent NAD(+) synthetase // nicotinate-nucleotide pyrophosphorylase [carboxylating] // kynurenine formamidase // kynurenine 3-monooxygenase // kynureninase // 3-hydroxyanthranilate 3,4-dioxygenase // indoleamine 2,3-dioxygenase 1 // indoleamine 2,3-dioxygenase 2"
NADPHOS-DEPHOS-PWY-1,NAD phosphorylation and transhydrogenation,ADP // ATP // PROTON // NADH // NADP // NADPH // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,HS00233 // HS03639,CPLX66-456 // CPLX66-457,NAD(P) transhydrogenase
NAD-BIOSYNTHESIS-III,NAD salvage,NIACINAMIDE // PRPP // PPI // NAD // PROTON // NICOTINAMIDE_NUCLEOTIDE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00153'>C00153</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00455'>C00455</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS02817 // HS10701 // HS08173 // HS08953,CPLX66-383 // CPLX66-380 // HS08173-MONOMER // CPLX66-381,nicotinamide phosphoribosyltransferase // nicotinamide mononucleotide adenylyltransferase 1 // nicotinamide mononucleotide adenylyltransferase 2 // nicotinamide mononucleotide adenylyltransferase 3
PWY3O-4106,NAD salvage pathway IV (from nicotinamide riboside),PPI // NAD // ADP // NICOTINAMIDE_NUCLEOTIDE // PROTON // NICOTINAMIDE_RIBOSE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00455'>C00455</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03150'>C03150</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS10701 // HS08173 // HS08953 // HS01225 // HS02947,CPLX66-380 // HS08173-MONOMER // CPLX66-381 // HS01225-MONOMER // HS02947-MONOMER,nicotinamide mononucleotide adenylyltransferase 1 // nicotinamide mononucleotide adenylyltransferase 2 // nicotinamide mononucleotide adenylyltransferase 3 // nicotinamide riboside kinase 2 // nicotinamide riboside kinase 1
PWY-6938,NADH repair,ADP // Pi // PROTON // ATP // CPD-653 // CPD0-2472 // NADH // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04856'>C04856</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20482'>C20482</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS07908 // HS08839 // HS03433,ENSG00000153481-MONOMER // ENSG00000163382-MONOMER // CPLX-8377,ATP-dependent NAD(P)H-hydrate dehydratase // NADHX epimerase // glyceraldehyde-3-phosphate dehydrogenase
PWY-7841,neolacto-series glycosphingolipids biosynthesis,CPD-1101 // Lactosyl-Ceramides // Glucosyl-acyl-sphingosines // CPD-12575 // N-Acylsphingosine // ACETYLNEURAMINYL-23-BETA-D-GALACTOSYL-ET // Neolactopentaosylceramides // UDP-N-ACETYL-D-GLUCOSAMINE // UDP // CPD-14553 // Neolactoheptaosylceramides // Neu-23-neolactoheptaosylceramides // Neolactooctaosylceramides // Sialyl-23-neolactohexaosylceramides // Neolactohexaosylceramides // PROTON // CMP // Ganglioside-6-LM1 // CMP-N-ACETYL-NEURAMINATE // Neolactotetraosylceramides,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04845'>C04845</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01290'>C01290</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00029'>C00029</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00195'>C00195</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04936'>C04936</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04938'>C04938</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00052'>C00052</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00128'>C00128</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04922'>C04922</a>,HS08336 // HS11063 // HS04210 // HS07494 // HS06739 // HS11179 // HS03285 // HS04130 // HS04504 // HS10106 // HS01519 // HS00798 // HS01118,HS08336-MONOMER // ENSG00000176597-MONOMER // ENSG00000118276-MONOMER // HS07494-MONOMER // HS06739-MONOMER // ENSG00000177511-MONOMER // HS03285-MONOMER // HS04130-MONOMER // HS04504-MONOMER // ENSG00000170340-MONOMER // HS01519-MONOMER // ENSG00000064225-MONOMER // HS01118-MONOMER,"&beta;-1,4-galactosyltransferase 3 // lactosylceramide 1,3-<i>N</i>-acetyl-&beta;-D-glucosaminyltransferase // glucosylceramide &beta;-1,4-galactosyltransferase // ceramide glucosyltransferase // Alpha-2,8-sialyltransferase 8B // Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase // CMP-<i>N</i>-acetylneuraminate-&beta;-galactosamide &alpha;-2,3-sialyltransferase 4 // &beta;-1,4-galactosyltransferase 2 // lactotriaosylceramide &beta;-1,4-galactosyltransferase // <i>N</i>-acetyllactosaminide &beta;-1,3-<i>N</i>-acetylglucosaminyltransferase 2 // &beta;-1,4-galactosyltransferase 1 // type 2 lactosamine &alpha;-2,3-sialyltransferase // &beta;-galactoside &alpha;-2,6-sialyltransferase 1"
PWY66-201,nicotine degradation IV,HYDROGEN-PEROXIDE // CPD-2742 // CPD-3186 // CPD-24747 // UDP // CPD-2744 // UDP-GLUCURONATE // FORMALDEHYDE // CPD-2748 // CPD-2749 // CPD-3190 // CPD-3193 // Donor-H2 // CPD-3194 // Acceptor // 3-PYRIDYLACETIC-ACID // 4-3-PYRIDYL-BUTANOATE // Ox-NADPH-Hemoprotein-Reductases // NICOTINE // Red-NADPH-Hemoprotein-Reductases // OXYGEN-MOLECULE // CPD-3187 // Cytochromes-C-Reduced // METHYLAMINE // CPD-14092 // Cytochromes-C-Oxidized // PROTON // NADPH // CPD-14094 // CPD-14100 // WATER // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00167'>C00167</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19579'>C19579</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00745'>C00745</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00218'>C00218</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20361'>C20361</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00125'>C00125</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19569'>C19569</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19567'>C19567</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,HS06489 // HS04143 // HS01205 // HS01807 // HS00223 // HS05567 // HS11970 // HS10271 // HS10336 // HS08023 // HS09588 // HS11946 // HS10343,CPLX-7889 // HS04143-MONOMER // HS01205-MONOMER // HS01807-MONOMER // HS00223-MONOMER // HS05567-MONOMER // HS11970-MONOMER // HS10271-MONOMER // HS13342-MONOMER // HS08023-MONOMER // HS09588-MONOMER // HS11946-MONOMER // HS10343-MONOMER,aldehyde oxidase // Putative dimethylaniline monooxygenase [N-oxide-forming] 6 // Dimethylaniline monooxygenase [N-oxide-forming] 4 // Dimethylaniline monooxygenase [N-oxide-forming] 2 // dimethylaniline monooxygenase (n-oxide forming) 3 // Dimethylaniline monooxygenase [N-oxide-forming] 5 // UDP-glucuronosyltransferase 1-4 // UDP-glucuronosyltransferase 2B11 // Putative inactive cytochrome P450 2G1 // Cytochrome P450 2U1 // cytochrome P450 2S1 // Cytochrome P450 4X1 // cytochrome P450 2A6
PWY66-221,nicotine degradation V,NICOTINE // HYDROGEN-PEROXIDE // CPD-3186 // CPD-2752 // PROTON // CPD-2750 // CPD-2751 // CPD-3191 // CPD-3193 // Donor-H2 // CPD-3194 // Acceptor // 3-PYRIDYLACETIC-ACID // 4-3-PYRIDYL-BUTANOATE // CPD-3185 // CPD-3184 // UDP // CPD-2747 // UDP-GLUCURONATE // Ox-NADPH-Hemoprotein-Reductases // CPD-2742 // Red-NADPH-Hemoprotein-Reductases // WATER // Oxidized-Flavoproteins // CPD-3188 // Reduced-Flavoproteins // OXYGEN-MOLECULE // CPD-2749 // CPD-14094 // CPD-3190,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00745'>C00745</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19579'>C19579</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00167'>C00167</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19569'>C19569</a>,HS06489 // HS11970 // HS10271 // HS10336 // HS10343 // HS08023 // HS09588 // HS11946,CPLX-7889 // HS11970-MONOMER // HS10271-MONOMER // HS13342-MONOMER // HS10343-MONOMER // HS08023-MONOMER // HS09588-MONOMER // HS11946-MONOMER,aldehyde oxidase // UDP-glucuronosyltransferase 1-4 // UDP-glucuronosyltransferase 2B11 // Putative inactive cytochrome P450 2G1 // cytochrome P450 2A6 // Cytochrome P450 2U1 // cytochrome P450 2S1 // Cytochrome P450 4X1
PWY-6342,noradrenaline and adrenaline degradation,CPD-11878 // CPD-11497 // NADH // DIHYDROXYPHENYLGLYCOLALDEHYDE // NAD // VANILLYL_MANDELATE // CPD-11879 // AMMONIUM // L-EPINEPHRINE // HYDROGEN-PEROXIDE // METHYLAMINE // CPD-11876 // CPD-11877 // WATER // OXYGEN-MOLECULE // PROTON // ADENOSYL-HOMO-CYS // CPD-11875 // S-ADENOSYLMETHIONINE // NOREPINEPHRINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05576'>C05576</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05594'>C05594</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05577'>C05577</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05584'>C05584</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05580'>C05580</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00788'>C00788</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00218'>C00218</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05583'>C05583</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05588'>C05588</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05589'>C05589</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00547'>C00547</a>,HS06569 // HS08983 // HS10600 // HS06868 // HS01061 // HS03395 // HS01798 // HS00966 // G66-31611 // HS01791,CPLX-7922 // CPLX66-101 // HS10600-MONOMER // HS06868-MONOMER // HS01061-MONOMER // CPLX66-81 // HS01798-MONOMER // CPLX-33 // G66-31611-MONOMER // HS01791-MONOMER,alcohol dehydrogenase 4 // alcohol dehydrogenase IB // alcohol dehydrogenase 6 // phenylethanolamine <i>N</i>-methyltransferase // fatty aldehyde dehydrogenase // mitochondrial aldehyde dehydrogenase // monoamine oxidase A // monoamine oxidase B // transmembrane O-methyltransferase // catechol O-methyltransferase
PWY-5996,oleate biosynthesis,FERRICYTOCHROME-B5 // FERROCYTOCHROME-B5 // OXYGEN-MOLECULE // STEAROYL-COA // CO-A // OLEATE-CPD // PROTON // OLEOYL-COA // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00412'>C00412</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00712'>C00712</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00510'>C00510</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS01878 // HS07241 // HS16132 // HS01875 // HS04631 // HS02282 // HS04318 // HS16863,HS01878-MONOMER // HS07241-MONOMER // HS16132-MONOMER // HS01875-MONOMER // HS04631-MONOMER // HS02282-MONOMER // HS04318-MONOMER // HS16863-MONOMER // MONOMER-14105,"acyl-CoA desaturase // Stearoyl-CoA desaturase 5 // Fatty acid desaturase 6 // cytosolic acyl coenzyme A thioester hydrolase // acyl-coenzyme A thioesterase 9, mitochondrial // Acyl-coenzyme A thioesterase 8 // acyl-CoA thioesterase 2 (mitochondrial) // acyl-CoA thioesterase 4, proxisomal // acyl-CoA thioesterase 1, cytosolic"
