Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-6895,superpathway of thiamine diphosphate biosynthesis II,CARBON-MONOXIDE // FORMATE // MET // CH33ADO // AMINO-HYDROXYMETHYL-METHYL-PYR-P // S-ADENOSYLMETHIONINE // 5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE // ADP // THIAMINE-PYROPHOSPHATE // THIAMINE-P // AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP // CPD-13576 // HYDROGEN-PEROXIDE // GLY // OXYGEN-MOLECULE // WATER // CPD-13575 // CPD-12279 // CARBON-DIOXIDE // DEOXYXYLULOSE-5P // PYRUVATE // GAP // PPI // Thi-S // ATP // PROTON // Acceptor // AMP // ThiS-CoASH-proteins // Adenylated-ThiS-Proteins // Donor-H2 // L-ALPHA-ALANINE // L-Cysteine-Desulfurase-persulfide // Cysteine-Desulfurase-L-cysteine // CYS,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00237'>C00237</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05198'>C05198</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04556'>C04556</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03373'>C03373</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00068'>C00068</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01081'>C01081</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04752'>C04752</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20247'>C20247</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20246'>C20246</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15809'>C15809</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11437'>C11437</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a>,G1G01-5119 // G1G01-5264 // G1G01-568 // G1G01-5120 // G1G01-1436 // G1G01-669 // G1G01-5448 // G1G01-576 // G1G01-810 // G1G01-2600 // G1G01-1620 // G1G01-917,G1G01-5119-MONOMER // G1G01-5264-MONOMER // G1G01-568-MONOMER // G1G01-5120-MONOMER // G1G01-1436-MONOMER // G1G01-669-MONOMER // G1G01-5448-MONOMER // G1G01-576-MONOMER // G1G01-810-MONOMER // G1G01-2600-MONOMER // G1G01-1620-MONOMER // G1G01-917-MONOMER,phosphomethylpyrimidine kinase // phosphomethylpyrimidine synthase // thiamin monophosphate kinase // thiamine-phosphate synthase // MutT/nudix family protein/thiamine-phosphate pyrophosphorylase // glycine oxidase // thiazole synthase // 1-deoxyxylulose-5-phosphate synthase // molybdopterin synthase adenylyltransferase subunit // cysteine desulfurase
ARG-GLU-PWY,L-arginine degradation VII (arginase 3 pathway),AMMONIUM // PRO // L-ORNITHINE // UREA // WATER // ARG,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00148'>C00148</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00077'>C00077</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a>,G1G01-4712 // G1G01-3769 // G1G01-3411 // G1G01-4826,G1G01-4712-MONOMER // G1G01-3769-MONOMER // G1G01-3411-MONOMER // G1G01-4826-MONOMER,ornithine cyclodeaminase // ornithine cyclodeaminase/mu-crystallin family protein // agmatinase
TYRSYN,L-tyrosine biosynthesis I,NADH // CARBON-DIOXIDE // NAD // PREPHENATE // CHORISMATE // GLT // P-HYDROXY-PHENYLPYRUVATE // TYR // 2-KETOGLUTARATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00254'>C00254</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01179'>C01179</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00082'>C00082</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a>,G1G01-1872 // G1G01-1871 // G1G01-2098 // G1G01-5011,G1G01-1872-MONOMER // G1G01-1871-MONOMER // G1G01-2098-MONOMER // G1G01-5011-MONOMER,prephenate dehydrogenase // bifunctional chorismate mutase/prephenate dehydratase // aromatic amino acid aminotransferase // aspartate/tyrosine/aromatic aminotransferase
ARGDEG-PWY,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",NADH-P-OR-NOP // CPD-9000 // NAD-P-OR-NOP // AMMONIUM // HYDROGEN-PEROXIDE // GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH // OXYGEN-MOLECULE // Pi // ADP // GAMMA-GLUTAMYL-PUTRESCINE // ATP // CARBON-DIOXIDE // ARG // UREA // AGMATHINE // NADPH // SUC // SUCC-S-ALD // NADP // PROTON // NADH // 4-AMINO-BUTYRATE // NAD // WATER // GLT // 4-AMINO-BUTYRALDEHYDE // PUTRESCINE // 2-KETOGLUTARATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15767'>C15767</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15700'>C15700</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15699'>C15699</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00179'>C00179</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00232'>C00232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00555'>C00555</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a>,G1G01-3835 // G1G01-2320 // G1G01-5636 // G1G01-2616 // G1G01-5656 // G1G01-2319 // G1G01-617 // G1G01-2337 // G1G01-4826 // G1G01-3370 // G1G01-2663 // G1G01-4703 // G1G01-2981 // G1G01-1573,G1G01-3835-MONOMER // G1G01-2320-MONOMER // G1G01-5636-MONOMER // G1G01-2616-MONOMER // G1G01-5656-MONOMER // G1G01-2319-MONOMER // G1G01-617-MONOMER // G1G01-2337-MONOMER // G1G01-4826-MONOMER // G1G01-3370-MONOMER // G1G01-2663-MONOMER // G1G01-4703-MONOMER // G1G01-2981-MONOMER // G1G01-1573-MONOMER,peptidase C26 // &gamma;-glutamyl-&gamma;-aminobutyrate hydrolase // 4-guanidinobutyraldehyde dehydrogenase // gamma-glutamylputrescine oxidase // glutamate-putrescine ligase // biosynthetic arginine decarboxylase // agmatinase // NAD+-dependent succinate semialdehyde dehydrogenase // succinate-semialdehyde dehydrogenase // gamma-aminobutyraldehyde dehydrogenase // medium chain aldehyde dehydrogenase
PWY-5143,long-chain fatty acid activation,AMP // PPI // Long-Chain-Acyl-CoAs // Long-Chain-Fatty-Acids // CO-A // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02843'>C02843</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00638'>C00638</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,G1G01-2354 // G1G01-3692 // G1G01-3977 // G1G01-2890 // G1G01-4327 // G1G01-2174 // G1G01-4858 // G1G01-4857,G1G01-2354-MONOMER // G1G01-3692-MONOMER // G1G01-3977-MONOMER // G1G01-2890-MONOMER // G1G01-4327-MONOMER // G1G01-2174-MONOMER // G1G01-4858-MONOMER // G1G01-4857-MONOMER,acyl-CoA synthetase // long-chain fatty acid--CoA ligase // long-chain-fatty-acid--CoA ligase // long-chain-fatty acid--CoA ligase
PWY-7098,vanillin and vanillate degradation II,VANILLIN // WATER // NAD // FORMALDEHYDE // 3-4-DIHYDROXYBENZOATE // VANILLATE // OXYGEN-MOLECULE // NADH // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00755'>C00755</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00230'>C00230</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06672'>C06672</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,G1G01-3588 // G1G01-3989 // G1G01-3990,G1G01-3588-MONOMER // CPLX1G01-86,vanillin dehydrogenase // vanillate monooxygenase
PWY-6486,D-galacturonate degradation II,NADH // CPD-12524 // NAD // CPD-17138 // CPD-16522 // CARBON-DIOXIDE // 5-KETO-4-DEOXY-D-GLUCARATE // PROTON // NADPH // 2-KETOGLUTARATE // CPD-654 // WATER // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08348'>C08348</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20889'>C20889</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20896'>C20896</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00679'>C00679</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00433'>C00433</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,G1G01-1254 // G1G01-3836 // G1G01-2767 // G1G01-3839,G1G01-1254-MONOMER // G1G01-3836-MONOMER // G1G01-2767-MONOMER // G1G01-3839-MONOMER,"uronate dehydrogenase // 5-dehydro-4-deoxyglucarate dehydratase // alpha-ketoglutaric semialdehyde dehydrogenase // 2,5-dioxovalerate dehydrogenase"
PWY-7516,L-lyxonate degradation,CPD0-1198 // CPD-1134 // PROTON // NADH-P-OR-NOP // 2-KETOGLUTARATE // CPD-654 // WATER // NAD-P-OR-NOP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05412'>C05412</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00684'>C00684</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00433'>C00433</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-2172 // G1G01-3839 // G1G01-2767,G1G01-2172-MONOMER // G1G01-3839-MONOMER // G1G01-2767-MONOMER,"4-hydroxy-tetrahydrodipicolinate synthase // 2,5-dioxovalerate dehydrogenase // alpha-ketoglutaric semialdehyde dehydrogenase"
CRNFORCAT-PWY,creatinine degradation I,CREATININE // UREA // CREATINE // ETF-Reduced // ETF-Oxidized // PROTON // HYDROGEN-PEROXIDE // FORMALDEHYDE // GLY // OXYGEN-MOLECULE // WATER // SARCOSINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00791'>C00791</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00300'>C00300</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04253'>C04253</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00213'>C00213</a>,G1G01-3905 // G1G01-4029 // G1G01-356 // G1G01-357 // G1G01-358 // G1G01-359,G1G01-3905-MONOMER // G1G01-358-MONOMER // G1G01-4029-MONOMER // CPLX1G01-129,creatinase // sarcosine oxidase subunit alpha // sarcosine oxidase
PANTO-PWY,phosphopantothenate biosynthesis I,AMP // PPI // B-ALANINE // NADPH // L-PANTOATE // NADP // THF-GLU-N // 2-DEHYDROPANTOATE // METHYLENE-THF-GLU-N // 2-KETO-ISOVALERATE // WATER // ADP // 4-P-PANTOTHENATE // PROTON // PANTOTHENATE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00099'>C00099</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00522'>C00522</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00966'>C00966</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00141'>C00141</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03492'>C03492</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00864'>C00864</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,G1G01-5021 // G1G01-3181 // G1G01-2486 // G1G01-1439 // G1G01-5020 // G1G01-477,G1G01-5021-MONOMER // G1G01-3181-MONOMER // G1G01-2486-MONOMER // G1G01-1439-MONOMER // G1G01-5020-MONOMER // G1G01-477-MONOMER,pantothenate synthetase // 2-dehydropantoate 2-reductase // 3-methyl-2-oxobutanoate hydroxymethyltransferase // type III pantothenate kinase
PWY-7942,5-oxo-L-proline metabolism,Peptide-Holder-Alternative // ADP // GLT // ATP // CYS-GLY // GLUTATHIONE // WATER // Proteins-with-N-Terminal-L-Glutamate // AMMONIUM // Protein-N-terminal-5-oxo-prolines // Proteins-with-N-Terminal-L-Glutamine // PROTON // Pi // 5-OXOPROLINE // L-GLUTAMATE-5-P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01419'>C01419</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01879'>C01879</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03287'>C03287</a>,G1G01-3750 // G1G01-3751 // G1G01-4442,CPLX1G01-80 // G1G01-4442-MONOMER,5-oxoprolinase // 5-oxo-L-prolinase
DETOX1-PWY,superoxide radicals degradation,SUPER-OXIDE // PROTON // OXYGEN-MOLECULE // WATER // HYDROGEN-PEROXIDE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00704'>C00704</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a>,G1G01-989 // G1G01-1020 // G1G01-3906 // G1G01-528 // G1G01-120,CPLX1G01-164 // CPLX1G01-218 // CPLX1G01-217 // G1G01-120-MONOMER,superoxide dismutase // catalase // hydroperoxidase
PWY-5159,<i>trans</i>-4-hydroxy-L-proline degradation II,AMMONIUM // 4-HYDROXY-L-PROLINE // Acceptor // CPD-1128 // CIS-4-HYDROXY-D-PROLINE // OXYGEN-MOLECULE // Donor-H2 // PROTON // NADPH // 2-KETOGLUTARATE // CPD-654 // WATER // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01157'>C01157</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04282'>C04282</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03440'>C03440</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00433'>C00433</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,G1G01-1344 // G1G01-1345 // G1G01-1342 // G1G01-2767 // G1G01-3839 // G1G01-1343,G1G01-1344-MONOMER // CPLX-7079 // MONOMER-12114 // G1G01-2767-MONOMER // G1G01-3839-MONOMER // CPLX-7080,"&Delta;<sup>1</sup>-pyrroline-4-hydroxy-2-carboxylate deaminase // hydroxyproline 2-epimerase // D-hydroxyproline dehydrogenase // alpha-ketoglutaric semialdehyde dehydrogenase // 2,5-dioxovalerate dehydrogenase // &alpha;-ketoglutaric semialdehyde dehydrogenase (4-hydroxy-L-proline-induced isozyme)"
PWY-8073,lipid IV<sub>A</sub> biosynthesis (P. putida),ADP // CPD-22402 // ATP // UDP // CPD-22403 // UMP // CPD-22404 // PROTON // CPD-22405 // R-3-hydroxydodecanoyl-ACPs // ACET // CPD-22406 // WATER // ACP // CPD-22407 // UDP-N-ACETYL-D-GLUCOSAMINE // Beta-hydroxydecanoyl-ACPs,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00105'>C00105</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a>,G1G01-2011 // G1G01-1701 // G1G01-3081 // G1G01-1698 // G1G01-1431 // G1G01-1700,G1G01-2011-MONOMER // G1G01-1701-MONOMER // G1G01-3081-MONOMER // G1G01-1698-MONOMER // G1G01-1431-MONOMER // G1G01-1700-MONOMER,"tetraacyldisaccharide 4'-kinase // lipid-A-disaccharide synthase // UDP-2,3-diacylglucosamine hydrolase // UDP-3-O-acylglucosamine N-acyltransferase // UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase // acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase"
HOMOSER-THRESYN-PWY,L-threonine biosynthesis,ADP // PROTON // HOMO-SER // ATP // THR // Pi // O-PHOSPHO-L-HOMOSERINE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00263'>C00263</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01102'>C01102</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-126 // G1G01-1563 // G1G01-734,G1G01-126-MONOMER // G1G01-1563-MONOMER // G1G01-734-MONOMER,homoserine kinase // threonine synthase
PWY0-1568,NADH to cytochrome <i>bd</i> oxidase electron transfer II,E- // NAD // NADH // WATER // PROTON // Ubiquinones // Ubiquinols // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,G1G01-3844 // G1G01-77 // G1G01-1742 // G1G01-4405 // G1G01-3571,G1G01-3844-MONOMER // G1G01-77-MONOMER // G1G01-1742-MONOMER // G1G01-4405-MONOMER // G1G01-3571-MONOMER,quinone oxidoreductase // NAD(P)H dehydrogenase // quinone reductase // cytochrome bd-type quinol oxidase
